"subject","stateabb","grade","year","icc","nschools","nstudents"
"mth","HI",4,2016,0.1776,180,14600
"mth","HI",4,2017,0.1808,180,14890
"mth","HI",4,2018,0.1721,180,14840
"mth","HI",4,2019,0.1702,180,11200
"mth","HI",5,2009,0.1378,180,13210
"mth","HI",5,2010,0.1188,180,13290
"mth","HI",5,2011,0.1197,180,13940
"mth","HI",5,2012,0.1288,180,13300
"mth","HI",5,2013,0.1547,180,13830
"mth","HI",5,2014,0.1467,180,14020
"mth","HI",5,2015,0.1739,180,13880
"mth","HI",5,2016,0.1675,180,14120
"mth","HI",5,2017,0.2036,180,14210
"mth","HI",5,2018,0.1838,180,14360
"mth","HI",5,2019,0.1751,190,14880
"mth","HI",6,2009,0.1419,120,12750
"mth","HI",6,2010,0.1223,120,12900
"mth","HI",6,2011,0.1449,120,13020
"mth","HI",6,2012,0.1126,120,13570
"mth","HI",6,2013,0.1339,130,12960
"mth","HI",6,2014,0.1693,130,13620
"mth","HI",6,2015,0.1855,120,13220
"mth","HI",6,2016,0.1845,120,13060
"mth","HI",6,2017,0.2049,120,13650
"mth","HI",6,2018,0.2159,120,13260
"mth","HI",6,2019,0.1989,130,13930
"mth","HI",7,2009,0.1083,60,12830
"mth","HI",7,2010,0.1066,60,12680
"mth","HI",7,2011,0.12,60,12770
"mth","HI",7,2012,0.0995,60,12920
"mth","HI",7,2013,0.1164,60,13230
"mth","HI",7,2014,0.1092,70,12770
"mth","HI",7,2015,0.1195,50,10710
"mth","HI",7,2016,0.1195,60,12070
"mth","HI",7,2017,0.1769,60,12500
"mth","HI",7,2018,0.1815,60,12680
"mth","HI",7,2019,0.1418,60,13050
"mth","HI",8,2009,0.0979,60,12350
"mth","HI",8,2010,0.0837,60,12680
"mth","HI",8,2011,0.1212,60,12420
"mth","HI",8,2012,0.1246,60,12600
"mth","HI",8,2013,0.075,60,12460
"mth","HI",8,2014,0.1034,60,12880
"mth","HI",8,2015,0.1389,60,10560
"mth","HI",8,2016,0.1581,50,11080
"mth","HI",8,2017,0.1759,60,12220
"mth","HI",8,2018,0.2382,60,12160
"mth","HI",8,2019,0.2122,60,12230
"mth","IA",3,2009,0.1184,600,33470
"mth","IA",3,2010,0.1286,600,33560
"mth","IA",3,2011,0.1237,580,33400
"mth","IA",3,2012,0.1384,590,34080
"mth","IA",3,2013,0.1497,550,33200
"mth","IA",3,2014,0.1529,540,32700
"mth","IA",3,2015,0.1475,570,35780
"mth","IA",3,2016,0.1458,580,36540
"mth","IA",3,2017,0.1547,570,36900
"mth","IA",3,2018,0.1534,560,35640
"mth","IA",3,2019,0.1386,560,35310
"mth","IA",4,2009,0.1129,600,33410
"mth","IA",4,2010,0.1179,590,33820
"mth","IA",4,2011,0.1287,580,33730
"mth","IA",4,2012,0.1465,580,33670
"mth","IA",4,2013,0.1497,550,32940
"mth","IA",4,2014,0.1534,570,34580
"mth","IA",4,2015,0.1657,570,35170
"mth","IA",4,2016,0.1602,570,35980
"mth","IA",4,2017,0.1654,570,36880
"mth","IA",4,2018,0.1586,560,37060
"mth","IA",4,2019,0.1805,560,36160
"mth","IA",5,2009,0.1255,570,33330
"mth","IA",5,2010,0.1231,570,33600
"mth","IA",5,2011,0.1289,550,34120
"mth","IA",5,2012,0.1482,560,34080
"mth","IA",5,2013,0.1565,510,32460
"mth","IA",5,2014,0.1888,540,34560
"mth","IA",5,2015,0.1726,540,34740
"mth","IA",5,2016,0.1626,540,35350
"mth","IA",5,2017,0.166,530,36380
"mth","IA",5,2018,0.1608,540,37030
"mth","IA",5,2019,0.1837,540,37470
"mth","IA",6,2009,0.0975,400,33430
"mth","IA",6,2010,0.1039,390,33870
"mth","IA",6,2011,0.1022,380,34080
"mth","IA",6,2012,0.1295,380,34640
"mth","IA",6,2013,0.1306,370,34020
"mth","IA",6,2014,0.1422,370,34450
"mth","IA",6,2015,0.1275,370,35000
"mth","IA",6,2016,0.1313,370,35220
"mth","IA",6,2017,0.1395,370,36020
"mth","IA",6,2018,0.1306,370,36750
"mth","IA",6,2019,0.1497,360,37540
"mth","IA",7,2009,0.0728,340,34130
"mth","IA",7,2010,0.0775,340,34150
"mth","IA",7,2011,0.0824,340,34230
"mth","IA",7,2012,0.1008,340,34540
"mth","IA",7,2013,0.1005,330,34820
"mth","IA",7,2014,0.0962,330,34590
"mth","IA",7,2015,0.1078,340,35130
"mth","IA",7,2016,0.0942,330,35660
"mth","IA",7,2017,0.1057,330,35610
"mth","IA",7,2018,0.1038,330,36380
"mth","IA",7,2019,0.1115,330,37450
"mth","IA",8,2009,0.0763,350,34270
"mth","IA",8,2010,0.0707,340,34170
"mth","IA",8,2011,0.0855,340,34030
"mth","IA",8,2012,0.1026,340,34540
"mth","IA",8,2013,0.0971,330,34330
"mth","IA",8,2014,0.1074,340,35310
"mth","IA",8,2015,0.0977,330,34860
"mth","IA",8,2016,0.1153,330,35090
"mth","IA",8,2017,0.1012,330,35510
"mth","IA",8,2018,0.098,320,35460
"mth","IA",8,2019,0.1198,330,36660
"mth","ID",3,2009,0.1298,300,20580
"mth","ID",3,2010,0.0918,300,21000
"mth","ID",3,2011,0.1057,310,21360
"mth","ID",3,2012,0.1064,310,21120
"mth","ID",3,2013,0.104,310,21490
"mth","ID",3,2015,0.1373,300,21090
"mth","ID",3,2016,0.1274,300,21670
"mth","ID",3,2017,0.1337,330,23020
"mth","ID",3,2018,0.1516,310,21850
"mth","ID",3,2019,0.148,330,22050
"mth","ID",4,2009,0.1355,300,20740
"mth","ID",4,2010,0.1253,300,20740
"mth","ID",4,2011,0.1292,300,21020
"mth","ID",4,2012,0.1235,310,21100
"mth","ID",4,2013,0.1196,310,21130
"mth","ID",4,2015,0.1524,300,21280
"mth","ID",4,2016,0.1447,300,21170
"mth","ID",4,2017,0.14,320,23100
"mth","ID",4,2018,0.1422,320,23090
"mth","ID",4,2019,0.1442,320,22670
"mth","ID",5,2009,0.1202,290,20040
"mth","ID",5,2010,0.1133,300,20900
"mth","ID",5,2011,0.1162,300,20810
"mth","ID",5,2012,0.1206,300,21060
"mth","ID",5,2013,0.1163,300,21250
"mth","ID",5,2015,0.1568,300,20880
"mth","ID",5,2016,0.1426,300,21140
"mth","ID",5,2017,0.1528,310,22410
"mth","ID",5,2018,0.1558,310,22710
"mth","ID",5,2019,0.1439,320,23320
"mth","ID",6,2009,0.1105,220,19710
"mth","ID",6,2010,0.1443,220,20360
"mth","ID",6,2011,0.1243,220,21070
"mth","ID",6,2012,0.1672,220,21060
"mth","ID",6,2013,0.1505,220,21430
"mth","ID",6,2015,0.1476,210,20360
"mth","ID",6,2016,0.1648,210,20930
"mth","ID",6,2017,0.1737,230,22840
"mth","ID",6,2018,0.1736,220,22130
"mth","ID",6,2019,0.1616,230,23460
"mth","ID",7,2009,0.1089,150,20430
"mth","ID",7,2010,0.0845,150,20020
"mth","ID",7,2011,0.1203,150,20530
"mth","ID",7,2012,0.1255,160,21100
"mth","ID",7,2013,0.1275,150,21290
"mth","ID",7,2015,0.1587,150,20600
"mth","ID",7,2016,0.1374,140,20320
"mth","ID",7,2017,0.1789,160,22210
"mth","ID",7,2018,0.1575,160,21960
"mth","ID",7,2019,0.161,170,23090
"mth","ID",8,2009,0.0988,150,19990
"mth","ID",8,2010,0.1221,150,20410
"mth","ID",8,2011,0.1258,150,19990
"mth","ID",8,2012,0.1212,150,20280
"mth","ID",8,2013,0.1268,160,21090
"mth","ID",8,2015,0.1625,140,20160
"mth","ID",8,2016,0.1579,150,20680
"mth","ID",8,2017,0.1741,160,21850
"mth","ID",8,2018,0.1595,150,21470
"mth","ID",8,2019,0.1604,160,23100
"mth","IL",3,2009,0.2527,2130,153670
"mth","IL",3,2010,0.2503,2130,153250
"mth","IL",3,2011,0.242,2120,151470
"mth","IL",3,2012,0.2385,2110,150970
"mth","IL",3,2013,0.2508,2080,151190
"mth","IL",3,2014,0.2577,1940,142300
"mth","IL",3,2015,0.2425,1770,130970
"mth","IL",3,2016,0.2531,1940,144120
"mth","IL",3,2017,0.2537,1910,138800
"mth","IL",3,2018,0.2718,1950,136780
"mth","IL",3,2019,0.2564,1950,132870
"mth","IL",4,2009,0.2484,2090,150240
"mth","IL",4,2010,0.2425,2100,152300
"mth","IL",4,2011,0.2213,2090,151760
"mth","IL",4,2012,0.2179,2080,149600
"mth","IL",4,2013,0.2315,2040,148470
"mth","IL",4,2014,0.2479,1930,144720
"mth","IL",4,2015,0.2596,1790,133420
"mth","IL",4,2016,0.2874,1890,139570
"mth","IL",4,2017,0.2661,1890,140550
"mth","IL",4,2018,0.2749,1870,137580
"mth","IL",4,2019,0.2728,1940,136890
"mth","IL",5,2009,0.2397,2020,150890
"mth","IL",5,2010,0.238,2020,150960
"mth","IL",5,2011,0.2252,2030,152600
"mth","IL",5,2012,0.2293,2020,151650
"mth","IL",5,2013,0.2375,1980,148690
"mth","IL",5,2014,0.2561,1840,142970
"mth","IL",5,2015,0.2596,1720,134120
"mth","IL",5,2016,0.2707,1810,138000
"mth","IL",5,2017,0.2719,1820,138200
"mth","IL",5,2018,0.2749,1790,137850
"mth","IL",5,2019,0.2709,1850,139820
"mth","IL",6,2009,0.2291,1520,152760
"mth","IL",6,2010,0.2199,1530,152500
"mth","IL",6,2011,0.2088,1540,151670
"mth","IL",6,2012,0.2184,1530,153500
"mth","IL",6,2013,0.2118,1500,151360
"mth","IL",6,2014,0.2251,1400,144550
"mth","IL",6,2015,0.2479,1240,132760
"mth","IL",6,2016,0.262,1340,140360
"mth","IL",6,2017,0.2598,1370,137310
"mth","IL",6,2018,0.2655,1350,136240
"mth","IL",6,2019,0.2489,1370,140450
"mth","IL",7,2009,0.235,1310,153500
"mth","IL",7,2010,0.2164,1310,152340
"mth","IL",7,2011,0.2004,1320,151780
"mth","IL",7,2012,0.2051,1310,150760
"mth","IL",7,2013,0.2042,1300,151860
"mth","IL",7,2014,0.2106,1190,144940
"mth","IL",7,2015,0.1903,1030,127160
"mth","IL",7,2016,0.2159,1140,135610
"mth","IL",7,2017,0.221,1180,135810
"mth","IL",7,2018,0.2425,1160,131850
"mth","IL",7,2019,0.2396,1210,136700
"mth","IL",8,2009,0.2189,1300,156500
"mth","IL",8,2010,0.206,1300,152290
"mth","IL",8,2011,0.1906,1310,151500
"mth","IL",8,2012,0.1926,1300,150870
"mth","IL",8,2013,0.1902,1280,148360
"mth","IL",8,2014,0.2037,1180,144900
"mth","IL",8,2015,0.2152,910,118370
"mth","IL",8,2016,0.2236,1070,124970
"mth","IL",8,2017,0.2336,1120,127750
"mth","IL",8,2018,0.2431,1100,124070
"mth","IL",8,2019,0.255,1180,132170
"mth","IN",3,2009,0.1436,1080,79120
"mth","IN",3,2010,0.1467,1080,80580
"mth","IN",3,2011,0.1573,1050,77170
"mth","IN",3,2012,0.1421,1040,76400
"mth","IN",3,2013,0.164,1000,76330
"mth","IN",3,2014,0.1604,1020,75750
"mth","IN",3,2015,0.1769,1010,76470
"mth","IN",3,2016,0.1874,940,73600
"mth","IN",3,2017,0.1932,1000,79110
"mth","IN",3,2018,0.1831,1000,77120
"mth","IN",3,2019,0.1917,1000,75030
"mth","IN",4,2009,0.1258,1070,77980
"mth","IN",4,2010,0.1721,1060,78310
"mth","IN",4,2011,0.1656,1050,80450
"mth","IN",4,2012,0.163,1020,77040
"mth","IN",4,2013,0.1466,990,71750
"mth","IN",4,2014,0.153,1010,75440
"mth","IN",4,2015,0.163,1000,74080
"mth","IN",4,2016,0.1586,920,70280
"mth","IN",4,2017,0.1876,990,76330
"mth","IN",4,2018,0.1826,1000,78740
"mth","IN",4,2019,0.202,1000,76130
"mth","IN",5,2009,0.135,1000,77630
"mth","IN",5,2010,0.1673,990,77230
"mth","IN",5,2011,0.1627,940,78300
"mth","IN",5,2012,0.1638,940,80430
"mth","IN",5,2013,0.1569,900,74080
"mth","IN",5,2014,0.1604,910,73930
"mth","IN",5,2015,0.1739,920,75440
"mth","IN",5,2016,0.1757,840,69650
"mth","IN",5,2017,0.1931,910,76620
"mth","IN",5,2018,0.1987,900,78610
"mth","IN",5,2019,0.2063,910,78340
"mth","IN",6,2009,0.1311,670,78060
"mth","IN",6,2010,0.1605,650,77160
"mth","IN",6,2011,0.1497,660,77410
"mth","IN",6,2012,0.1582,660,78470
"mth","IN",6,2013,0.1452,630,78140
"mth","IN",6,2014,0.161,630,75770
"mth","IN",6,2015,0.1521,640,74290
"mth","IN",6,2016,0.1569,570,70340
"mth","IN",6,2017,0.1771,620,74870
"mth","IN",6,2018,0.1916,630,77590
"mth","IN",6,2019,0.1914,620,78380
"mth","IN",7,2009,0.1248,460,80300
"mth","IN",7,2010,0.131,460,77430
"mth","IN",7,2011,0.1566,460,76500
"mth","IN",7,2012,0.1493,460,77530
"mth","IN",7,2013,0.1497,450,75840
"mth","IN",7,2014,0.1452,470,79000
"mth","IN",7,2015,0.1318,450,74960
"mth","IN",7,2016,0.1435,400,67100
"mth","IN",7,2017,0.1501,440,74360
"mth","IN",7,2018,0.1782,450,75760
"mth","IN",7,2019,0.1677,460,77390
"mth","IN",8,2009,0.1248,450,79810
"mth","IN",8,2010,0.1465,460,78210
"mth","IN",8,2011,0.148,450,76670
"mth","IN",8,2012,0.1674,460,76950
"mth","IN",8,2013,0.1362,430,73780
"mth","IN",8,2014,0.1606,450,77180
"mth","IN",8,2015,0.1448,440,77540
"mth","IN",8,2016,0.1628,390,66710
"mth","IN",8,2017,0.1754,430,72830
"mth","IN",8,2018,0.1911,450,76720
"mth","IN",8,2019,0.1898,460,75980
"mth","KS",3,2009,0.1826,600,33050
"mth","KS",3,2010,0.1643,600,33360
"mth","KS",3,2011,0.1667,590,33090
"mth","KS",3,2012,0.2084,590,33710
"mth","KS",3,2013,0.2728,580,33200
"mth","KS",3,2015,0.2021,590,33930
"mth","KS",3,2016,0.1863,580,34120
"mth","KS",3,2017,0.1961,580,34440
"mth","KS",3,2018,0.1927,580,33880
"mth","KS",3,2019,0.1678,580,33410
"mth","KS",4,2009,0.1846,590,32520
"mth","KS",4,2010,0.1819,600,33480
"mth","KS",4,2011,0.1527,590,33330
"mth","KS",4,2012,0.1872,580,33190
"mth","KS",4,2013,0.2525,570,33210
"mth","KS",4,2015,0.2021,570,32620
"mth","KS",4,2016,0.2139,570,33240
"mth","KS",4,2017,0.198,580,34590
"mth","KS",4,2018,0.2132,590,34980
"mth","KS",4,2019,0.1845,580,34050
"mth","KS",5,2009,0.2048,570,32420
"mth","KS",5,2010,0.1857,570,33070
"mth","KS",5,2011,0.1643,570,33440
"mth","KS",5,2012,0.1732,560,33660
"mth","KS",5,2013,0.2402,550,32560
"mth","KS",5,2015,0.2098,560,33170
"mth","KS",5,2016,0.2035,550,32390
"mth","KS",5,2017,0.2119,560,33940
"mth","KS",5,2018,0.1958,570,34890
"mth","KS",5,2019,0.1843,570,34880
"mth","KS",6,2009,0.2134,410,31680
"mth","KS",6,2010,0.1907,410,32930
"mth","KS",6,2011,0.1772,380,33150
"mth","KS",6,2012,0.1953,370,33740
"mth","KS",6,2013,0.2145,360,33550
"mth","KS",6,2015,0.1916,350,32770
"mth","KS",6,2016,0.1696,370,33380
"mth","KS",6,2017,0.1746,360,33440
"mth","KS",6,2018,0.167,350,34050
"mth","KS",6,2019,0.177,360,34830
"mth","KS",7,2009,0.184,310,32370
"mth","KS",7,2010,0.1858,310,32310
"mth","KS",7,2011,0.1761,310,33270
"mth","KS",7,2012,0.1978,300,33460
"mth","KS",7,2013,0.2128,300,33300
"mth","KS",7,2015,0.1328,300,33170
"mth","KS",7,2016,0.1414,300,33230
"mth","KS",7,2017,0.141,300,34050
"mth","KS",7,2018,0.126,300,33920
"mth","KS",7,2019,0.1262,290,34640
"mth","KS",8,2009,0.1779,310,32340
"mth","KS",8,2010,0.1499,310,32630
"mth","KS",8,2011,0.185,310,32290
"mth","KS",8,2012,0.2011,310,33210
"mth","KS",8,2013,0.2066,300,32770
"mth","KS",8,2015,0.1565,280,32800
"mth","KS",8,2016,0.1575,300,32720
"mth","KS",8,2017,0.1513,300,33210
"mth","KS",8,2018,0.1539,300,33660
"mth","KS",8,2019,0.1285,300,33680
"mth","KY",3,2009,0.1579,690,48290
"mth","KY",3,2010,0.1575,700,50850
"mth","KY",3,2011,0.1426,690,49070
"mth","KY",3,2012,0.1372,690,50560
"mth","KY",3,2013,0.1267,690,50570
"mth","KY",3,2014,0.1317,690,50260
"mth","KY",3,2015,0.1389,680,51200
"mth","KY",3,2016,0.1384,680,52170
"mth","KY",3,2017,0.1604,670,51850
"mth","KY",3,2018,0.1541,680,50990
"mth","KY",3,2019,0.1638,670,48610
"mth","KY",4,2009,0.1581,700,47500
"mth","KY",4,2010,0.1733,690,50290
"mth","KY",4,2011,0.1446,690,50280
"mth","KY",4,2012,0.1486,700,49550
"mth","KY",4,2013,0.1401,690,49970
"mth","KY",4,2014,0.1289,680,49990
"mth","KY",4,2015,0.1434,680,49750
"mth","KY",4,2016,0.1386,680,50560
"mth","KY",4,2017,0.1601,680,52180
"mth","KY",4,2018,0.1712,670,51860
"mth","KY",4,2019,0.1775,680,50890
"mth","KY",5,2009,0.1478,690,47330
"mth","KY",5,2010,0.1675,700,49530
"mth","KY",5,2011,0.1489,680,49710
"mth","KY",5,2012,0.1455,690,50920
"mth","KY",5,2013,0.1437,690,49470
"mth","KY",5,2014,0.1462,680,49950
"mth","KY",5,2015,0.1305,670,49880
"mth","KY",5,2016,0.1384,670,49450
"mth","KY",5,2017,0.1628,670,50850
"mth","KY",5,2018,0.1788,670,52320
"mth","KY",5,2019,0.1785,670,51690
"mth","KY",6,2009,0.1235,380,46270
"mth","KY",6,2010,0.1467,390,49220
"mth","KY",6,2011,0.1282,390,49110
"mth","KY",6,2012,0.1525,380,50370
"mth","KY",6,2013,0.1182,390,50750
"mth","KY",6,2014,0.1388,390,49250
"mth","KY",6,2015,0.1374,380,49580
"mth","KY",6,2016,0.1249,380,49200
"mth","KY",6,2017,0.1431,380,49590
"mth","KY",6,2018,0.1473,370,50320
"mth","KY",6,2019,0.166,380,51800
"mth","KY",7,2009,0.1303,310,46600
"mth","KY",7,2010,0.1469,320,48260
"mth","KY",7,2011,0.1414,320,48710
"mth","KY",7,2012,0.1443,320,49470
"mth","KY",7,2013,0.1164,310,50230
"mth","KY",7,2014,0.1282,320,50300
"mth","KY",7,2015,0.1245,310,48940
"mth","KY",7,2016,0.1211,310,49180
"mth","KY",7,2017,0.1256,310,49490
"mth","KY",7,2018,0.1278,300,49220
"mth","KY",7,2019,0.1102,300,49770
"mth","KY",8,2009,0.1415,310,47030
"mth","KY",8,2010,0.1566,320,48290
"mth","KY",8,2011,0.1438,310,47210
"mth","KY",8,2012,0.1573,320,49160
"mth","KY",8,2013,0.1504,320,49210
"mth","KY",8,2014,0.1474,320,49870
"mth","KY",8,2015,0.1587,310,49960
"mth","KY",8,2016,0.1255,310,48240
"mth","KY",8,2017,0.1457,310,49100
"mth","KY",8,2018,0.1425,300,48940
"mth","KY",8,2019,0.1395,300,48980
"mth","LA",3,2009,0.2493,730,53710
"mth","LA",3,2010,0.2431,720,53310
"mth","LA",3,2011,0.2275,730,53370
"mth","LA",3,2012,0.2194,730,53070
"mth","LA",3,2013,0.2051,720,52760
"mth","LA",3,2014,0.2298,720,53000
"mth","LA",3,2015,0.2322,670,49740
"mth","LA",3,2016,0.2326,730,56160
"mth","LA",3,2017,0.2342,730,55860
"mth","LA",3,2018,0.2547,330,26100
"mth","LA",3,2019,0.2367,630,47550
"mth","LA",4,2009,0.2226,740,56670
"mth","LA",4,2010,0.2348,740,59110
"mth","LA",4,2011,0.237,740,58250
"mth","LA",4,2012,0.2376,730,57810
"mth","LA",4,2013,0.2277,720,56370
"mth","LA",4,2014,0.2526,720,56190
"mth","LA",4,2015,0.263,670,48580
"mth","LA",4,2016,0.2718,710,53120
"mth","LA",4,2017,0.2672,720,55420
"mth","LA",4,2018,0.2727,390,30760
"mth","LA",4,2019,0.2707,630,48710
"mth","LA",5,2009,0.2218,710,48240
"mth","LA",5,2010,0.2235,710,48760
"mth","LA",5,2011,0.2171,720,51960
"mth","LA",5,2012,0.2328,720,50660
"mth","LA",5,2013,0.2337,710,50720
"mth","LA",5,2014,0.2313,700,49600
"mth","LA",5,2015,0.2502,660,47200
"mth","LA",5,2016,0.2696,710,51890
"mth","LA",5,2017,0.2818,710,52880
"mth","LA",5,2018,0.2638,670,52130
"mth","LA",5,2019,0.2888,650,51320
"mth","LA",6,2009,0.2274,510,46770
"mth","LA",6,2010,0.2127,530,50040
"mth","LA",6,2011,0.2089,520,50560
"mth","LA",6,2012,0.2234,520,54180
"mth","LA",6,2013,0.2359,510,52630
"mth","LA",6,2014,0.2158,520,52580
"mth","LA",6,2015,0.2499,490,46920
"mth","LA",6,2016,0.2463,530,52170
"mth","LA",6,2017,0.2663,530,52150
"mth","LA",6,2018,0.2542,480,49600
"mth","LA",6,2019,0.251,470,51300
"mth","LA",7,2009,0.2666,450,49880
"mth","LA",7,2010,0.2251,440,46820
"mth","LA",7,2011,0.2347,440,49300
"mth","LA",7,2012,0.23,440,50130
"mth","LA",7,2013,0.252,450,52860
"mth","LA",7,2014,0.244,440,51740
"mth","LA",7,2015,0.246,420,46960
"mth","LA",7,2016,0.2168,450,50400
"mth","LA",7,2017,0.2406,460,51780
"mth","LA",7,2018,0.2469,390,45840
"mth","LA",7,2019,0.2433,410,49130
"mth","LA",8,2009,0.3032,450,50380
"mth","LA",8,2010,0.2943,450,51170
"mth","LA",8,2011,0.2428,450,48490
"mth","LA",8,2012,0.2696,450,50930
"mth","LA",8,2013,0.2648,440,50710
"mth","LA",8,2014,0.2815,450,53520
"mth","LA",8,2015,0.2607,400,45210
"mth","LA",8,2016,0.2804,450,50710
"mth","LA",8,2017,0.2534,440,50080
"mth","LA",8,2018,0.2436,390,45520
"mth","LA",8,2019,0.2713,390,45120
"mth","MA",3,2009,0.2547,940,69670
"mth","MA",3,2010,0.239,930,69480
"mth","MA",3,2011,0.2195,930,69080
"mth","MA",3,2012,0.2254,930,69940
"mth","MA",3,2013,0.1943,890,66870
"mth","MA",3,2014,0.2019,860,63480
"mth","MA",3,2016,0.1908,820,62790
"mth","MA",3,2017,0.1982,820,62800
"mth","MA",3,2018,0.1897,840,62160
"mth","MA",3,2019,0.192,840,60420
"mth","MA",4,2009,0.2281,930,69590
"mth","MA",4,2010,0.2256,920,69750
"mth","MA",4,2011,0.2255,910,69940
"mth","MA",4,2012,0.233,910,69360
"mth","MA",4,2013,0.2137,870,67140
"mth","MA",4,2014,0.1876,840,64120
"mth","MA",4,2016,0.2022,800,61160
"mth","MA",4,2017,0.2121,820,63840
"mth","MA",4,2018,0.1975,820,64040
"mth","MA",4,2019,0.2099,830,63000
"mth","MA",5,2009,0.2749,870,70610
"mth","MA",5,2010,0.2564,850,69750
"mth","MA",5,2011,0.2748,850,70250
"mth","MA",5,2012,0.2631,850,70360
"mth","MA",5,2013,0.211,800,66700
"mth","MA",5,2014,0.2079,790,65530
"mth","MA",5,2016,0.2069,740,61170
"mth","MA",5,2017,0.2106,760,63380
"mth","MA",5,2018,0.2118,760,64540
"mth","MA",5,2019,0.2223,760,66140
"mth","MA",6,2009,0.2378,540,69880
"mth","MA",6,2010,0.2372,540,71020
"mth","MA",6,2011,0.2334,520,70240
"mth","MA",6,2012,0.2473,530,70500
"mth","MA",6,2013,0.2161,490,67080
"mth","MA",6,2014,0.1958,480,64420
"mth","MA",6,2016,0.2119,470,62320
"mth","MA",6,2017,0.2309,480,62870
"mth","MA",6,2018,0.2047,480,64620
"mth","MA",6,2019,0.2182,490,66160
"mth","MA",7,2009,0.2584,450,70760
"mth","MA",7,2010,0.2377,460,70270
"mth","MA",7,2011,0.2669,460,71420
"mth","MA",7,2012,0.2493,460,70780
"mth","MA",7,2013,0.2357,430,68090
"mth","MA",7,2014,0.2254,420,65670
"mth","MA",7,2016,0.2043,370,56560
"mth","MA",7,2017,0.2482,420,63110
"mth","MA",7,2018,0.2318,410,62170
"mth","MA",7,2019,0.234,420,64800
"mth","MA",8,2009,0.2863,460,71820
"mth","MA",8,2010,0.2344,450,70780
"mth","MA",8,2011,0.2427,450,70310
"mth","MA",8,2012,0.2692,460,71470
"mth","MA",8,2013,0.2303,420,67660
"mth","MA",8,2014,0.2194,410,65230
"mth","MA",8,2016,0.1936,380,59290
"mth","MA",8,2017,0.2273,410,62470
"mth","MA",8,2018,0.2209,410,63000
"mth","MA",8,2019,0.2354,420,64340
"mth","MD",3,2009,0.1983,850,60040
"mth","MD",3,2010,0.1913,850,59620
"mth","MD",3,2011,0.2254,850,62130
"mth","MD",3,2012,0.2132,860,62770
"mth","MD",3,2013,0.2105,860,63550
"mth","MD",3,2015,0.2382,840,64780
"mth","MD",3,2016,0.2629,850,67110
"mth","MD",3,2017,0.2678,850,68970
"mth","MD",3,2019,0.2425,850,65510
"mth","MD",4,2009,0.2003,850,59030
"mth","MD",4,2010,0.1791,850,60700
"mth","MD",4,2011,0.2277,850,60230
"mth","MD",4,2012,0.2147,850,62550
"mth","MD",4,2013,0.2212,850,62990
"mth","MD",4,2015,0.281,840,63230
"mth","MD",4,2016,0.3056,850,65380
"mth","MD",4,2017,0.2771,850,67860
"mth","MD",4,2019,0.2718,860,67520
"mth","MD",5,2009,0.1988,840,60420
"mth","MD",5,2010,0.2057,840,59700
"mth","MD",5,2011,0.2349,850,61080
"mth","MD",5,2012,0.2432,850,60520
"mth","MD",5,2013,0.2411,850,62560
"mth","MD",5,2014,0.2921,850,63130
"mth","MD",5,2015,0.2682,840,62950
"mth","MD",5,2016,0.2944,840,63940
"mth","MD",5,2017,0.2964,850,66290
"mth","MD",5,2019,0.2817,850,68940
"mth","MD",6,2009,0.2155,420,60430
"mth","MD",6,2010,0.2131,410,60570
"mth","MD",6,2011,0.2308,420,59770
"mth","MD",6,2012,0.2392,420,61060
"mth","MD",6,2013,0.2171,400,60190
"mth","MD",6,2015,0.2763,370,59940
"mth","MD",6,2016,0.2827,370,60800
"mth","MD",6,2017,0.2864,380,63100
"mth","MD",6,2019,0.2587,360,66930
"mth","MD",7,2009,0.3043,310,61500
"mth","MD",7,2010,0.259,320,60720
"mth","MD",7,2011,0.2881,320,60900
"mth","MD",7,2012,0.331,340,60050
"mth","MD",7,2013,0.3007,320,60850
"mth","MD",8,2009,0.2821,300,62730
"mth","MD",8,2010,0.2938,310,61590
"mth","MD",8,2011,0.3335,320,60940
"mth","MD",8,2012,0.3446,320,60860
"mth","MD",8,2013,0.3139,320,58640
"mth","MD",8,2014,0.3103,310,59860
"mth","ME",3,2009,0.1213,220,12240
"mth","ME",3,2010,0.1007,210,11920
"mth","ME",3,2011,0.1126,210,11800
"mth","ME",3,2012,0.0907,210,11940
"mth","ME",3,2013,0.1065,210,11860
"mth","ME",3,2014,0.1079,210,11910
"mth","ME",3,2015,0.1117,160,8860
"mth","ME",3,2016,0.1301,190,10430
"mth","ME",3,2017,0.1331,180,9920
"mth","ME",3,2018,0.1471,200,11240
"mth","ME",3,2019,0.1485,190,10450
"mth","ME",4,2009,0.1457,210,12240
"mth","ME",4,2010,0.0881,220,12240
"mth","ME",4,2011,0.0777,210,12230
"mth","ME",4,2012,0.0735,200,11980
"mth","ME",4,2013,0.0767,200,11790
"mth","ME",4,2014,0.099,200,11950
"mth","ME",4,2015,0.1421,160,9370
"mth","ME",4,2016,0.1434,170,9880
"mth","ME",4,2017,0.1347,180,10320
"mth","ME",4,2018,0.1232,180,10800
"mth","ME",4,2019,0.1422,190,10910
"mth","ME",5,2009,0.1352,210,12780
"mth","ME",5,2010,0.1253,210,12400
"mth","ME",5,2011,0.0984,210,12560
"mth","ME",5,2012,0.0785,200,12390
"mth","ME",5,2013,0.0898,200,12050
